geography code,outcode,postcodes,Welsh speaking ability: Total: All usual residents aged 3 years and over,Welsh speaking ability: Cannot speak Welsh,Welsh speaking ability: Can speak Welsh
W00000454,LL53,"LL53 6HZ, LL53 6NJ, LL53 6NQ, LL53 6NX, LL53 6PF, LL53 6PP, LL53 6PR, LL53 6PS, LL53 6RX, LL53 6RZ, LL53 6SF, LL53 6SL, LL53 6TF",329,66,263
W00000424,LL53,"LL53 7RL, LL53 7RR, LL53 7RU, LL53 7RY, LL53 7SA, LL53 7SB, LL53 7SD, LL53 7SE, LL53 7SF, LL53 7SG, LL53 7SJ, LL53 7SQ, LL53 7ST",277,110,167
W00000423,LL53,"LL53 7RD, LL53 7RF, LL53 7RG, LL53 7RH, LL53 7RJ, LL53 7RN, LL53 7RS, LL53 7RT, LL53 7RW, LL53 7SH",263,100,163
W00000453,LL54,"LL54 7AZ, LL54 7LQ, LL54 7LR, LL54 7LS, LL54 7LY, LL54 7NA, LL54 7NB, LL54 7NG, LL54 7NN, LL54 7NT, LL54 7NY, LL54 7PB, LL54 7PE, LL54 7PF, LL54 7PH, LL54 7PN, LL54 7PP",380,54,326
W00000576,LL54,"LL54 7AG, LL54 7AH, LL54 7AL, LL54 7AN, LL54 7AU, LL54 7BE, LL54 7BG, LL54 7BP, LL54 7BS, LL54 7BT, LL54 7BW, LL54 7BX, LL54 7PT, LL54 7PU, LL54 7PY, LL54 7RB, LL54 7RD, LL54 7RE, LL54 7RF, LL54 7RQ",253,114,139
W00000577,LL54,"LL54 7AE, LL54 7AF, LL54 7AY, LL54 7BA, LL54 7BB, LL54 7BD, LL54 7BH, LL54 7BL, LL54 7BN, LL54 7RS, LL54 7RT, LL54 7RU, LL54 7RY, LL54 7SA, LL54 7SD, LL54 7SF, LL54 7SG, LL54 7SH",271,88,183
W00000578,LL54,"LL54 7AA, LL54 7AB, LL54 7AD, LL54 7AR, LL54 7AS, LL54 7AT, LL54 7DR, LL54 7DS, LL54 7RL, LL54 7RN, LL54 7RP, LL54 7RR, LL54 7RW, LL54 7SB, LL54 7SE, LL54 7SL, LL54 7SN, LL54 7SP",315,54,261
W00000448,LL54,"LL54 7BY, LL54 7EU, LL54 7HB, LL54 7HE, LL54 7HF, LL54 7HG, LL54 7HH, LL54 7HL, LL54 7HR, LL54 7HS, LL54 7HU, LL54 7HX, LL54 7HY, LL54 7LB, LL54 7LD, LL54 7LE, LL54 7LF, LL54 7PL, LL54 7RA",318,102,216
W00000579,LL54,"LL54 6AB, LL54 6AD, LL54 6AH, LL54 6AJ, LL54 6AL, LL54 6AR, LL54 6AS, LL54 6AW, LL54 6AX, LL54 6HP, LL54 6HR, LL54 6HT",373,112,261
W00000449,LL54,"LL54 5UD, LL54 7NH, LL54 7PW, LL54 7UY, LL54 7YA, LL54 7YB, LL54 7YG, LL54 7YH, LL54 7YJ, LL54 7YL, LL54 7YN, LL54 7YP, LL54 7YQ, LL54 7YW",339,49,290
W00000529,LL54,"LL54 6DA, LL54 6LS, LL54 6LT, LL54 6NA, LL54 6NB, LL54 6ND, LL54 6NE, LL54 6NF, LL54 6NH, LL54 6NL, LL54 6NW, LL54 6PF, LL54 6TU",270,48,222
W00000528,LL54,"LL54 6PR, LL54 6PU, LL54 6RE, LL54 6RF, LL54 6RG, LL54 6RH, LL54 6RL, LL54 6SD",310,38,272
W00000526,LL54,"LL54 6AA, LL54 6DB, LL54 6EU, LL54 6EY, LL54 6HB, LL54 6HD, LL54 6HE, LL54 6HJ, LL54 6LY, LL54 6RN, LL54 6RW",328,52,276
W00000501,LL54,"LL54 5WA, LL54 5WD, LL54 5WE, LL54 5ZB, LL54 5ZF, LL54 6ZA, LL54 6ZH, LL54 6ZU, LL54 6ZY, LL54 7ZA, LL54 7ZB, LL54 7ZG, LL54 7ZN, LL54 7ZS, LL55 1ZA, LL55 1ZB, LL55 1ZE, LL55 1ZG, LL55 1ZP, LL55 1ZU, LL55 2AN, LL55 2BD, LL55 2BF, LL55 2BG, LL55 2BN, LL55 2BU, LL55 2BX, LL55 2DU, LL55 2EA, LL55 2EB, LL55 2ED, LL55 2EE, LL55 2HB, LL55 2WB, LL55 2WE, LL55 2WF, LL55 2WG, LL55 2WH, LL55 2WL, LL55 2WN, LL55 2WP, LL55 2WT, LL55 3XW, LL55 3ZB, LL55 3ZD, LL55 3ZE, LL55 3ZJ, LL55 3ZL, LL55 3ZN, LL55 3ZY, LL55 4WA, LL55 4WB, LL55 4WD, LL55 4WE, LL55 4WG, LL55 4WH, LL55 4WJ, LL55 4WL, LL55 4WN, LL55 4WP, LL55 4WR, LL55 4WX, LL55 4WY, LL55 4WZ, LL55 4XA, LL55 9AA, LL55 9AD, LL55 9AE, LL55 9AF, LL55 9AG, LL55 9AH, LL55 9AJ, LL55 9AN, LL55 9AP, LL55 9AQ, LL55 9AR, LL55 9AS, LL55 9AT, LL55 9AU, LL55 9AW, LL55 9AX, LL55 9AY, LL55 9AZ, LL55 9BA, LL55 9BB, LL55 9BD, LL55 9BE, LL55 9BF, LL55 9BG, LL55 9BH, LL55 9BJ, LL55 9BL, LL55 9BN, LL55 9BP, LL55 9BQ, LL55 9BR, LL55 9BS, LL55 9BT, LL55 9BU, LL55 9BW, LL55 9BX, LL55 9BY, LL55 9BZ, LL55 9DA, LL55 9DB, LL55 9DD, LL55 9DE, LL55 9DF",345,55,290
W00000450,LL54,"LL54 5RB, LL54 5SD, LL54 5TG, LL54 5TL, LL54 5UA, LL54 5UB, LL54 5UE, LL54 5UF, LL54 5UG, LL54 5UH, LL54 5UL, LL54 5UN, LL54 5UP, LL54 5UW, LL54 5YA",357,68,289
W00000527,LL54,"LL54 6BF, LL54 6ES, LL54 6ET, LL54 6LP, LL54 6LQ, LL54 6LR, LL54 6LU, LL54 6LW, LL54 6NU, LL54 6NY, LL54 6PA, LL54 6PH",242,45,197
W00000581,LL54,"LL54 6HF, LL54 6HG, LL54 6HH, LL54 6HL, LL54 6HN, LL54 6HU, LL54 6HW, LL54 6HY, LL54 6LA, LL54 6LB, LL54 6LD, LL54 6LL, LL54 6PY, LL54 6ZB, LL54 6ZD, LL54 6ZE, LL54 6ZF, LL54 6ZG",341,100,241
W00000452,LL54,"LL54 7BU, LL54 7ET, LL54 7EY, LL54 7HA, LL54 7HD, LL54 7HN, LL54 7HP, LL54 7HT, LL54 7HW, LL54 7LA, LL54 7LG, LL54 7PA",320,52,268
W00000580,LL54,"LL54 6AE, LL54 6AF, LL54 6AN, LL54 6AP, LL54 6AQ, LL54 6AT, LL54 6AU, LL54 6BY, LL54 6HA, LL54 6HS, LL54 6LE, LL54 6LF, LL54 6LG, LL54 6PT",324,98,226
W00000451,LL54,"LL54 7LH, LL54 7LN, LL54 7LP, LL54 7LT, LL54 7LU, LL54 7LW, LL54 7ND, LL54 7NE, LL54 7NF, LL54 7NS, LL54 7NU, LL54 7PD",295,55,240
W00000436,LL54,"LL54 6DN, LL54 6DP, LL54 6DR, LL54 6DT, LL54 6DU, LL54 6DW, LL54 6DY, LL54 6EA, LL54 6EB, LL54 6ED, LL54 6EE, LL54 6EF, LL54 6EG, LL54 6EH, LL54 6EL, LL54 6EN, LL54 6EW, LL54 6RT, LL54 6RU, LL54 6RY, LL54 6SA, LL54 6SB, LL54 6ST, LL54 6SU, LL54 6TA",345,129,216
W00000531,LL54,"LL54 6NG, LL54 6NN, LL54 6NP, LL54 6NR, LL54 6NS, LL54 6NT, LL54 6NZ, LL54 6PB, LL54 6PD, LL54 6PE",285,52,233
W00000402,LL54,"LL54 5AE, LL54 5AF, LL54 5AG, LL54 5AH, LL54 5AJ, LL54 5AL, LL54 5AN, LL54 5AP, LL54 5AR, LL54 5AS, LL54 5AT, LL54 5AU, LL54 5AW, LL54 5AY, LL54 5BE, LL54 5BG, LL54 5DW",295,101,194
W00000401,LL54,"LL54 5BJ, LL54 5HE, LL54 5HR, LL54 5HS, LL54 5HT, LL54 5HU, LL54 5HY, LL54 5LB, LL54 5LD, LL54 5LF, LL54 5LH, LL54 5LP, LL54 5LR, LL54 5LW, LL54 5NA",232,68,164
W00000400,LL54,"LL54 5HF, LL54 5HG, LL54 5HH, LL54 5HL, LL54 5HP, LL54 5HW, LL54 5LA, LL54 5LN, LL54 5LS, LL54 5LU, LL54 5LY",208,40,168
W00000399,LL54,"LL54 5AA, LL54 5AB, LL54 5AD, LL54 5AZ, LL54 5BA, LL54 5BB, LL54 5BD, LL54 5BH, LL54 5HN, LL54 5LE, LL54 5LT, LL54 5NB, LL54 5PS, LL54 5PT",293,83,210
W00000616,LL54,"LL54 6TF, LL54 6TG, LL54 6TH, LL54 6TL, LL54 6TN, LL54 6TP, LL54 6TW, LL54 7AJ, LL54 7AQ, LL54 7AX, LL54 7BJ, LL54 7BQ, LL54 7YR, LL54 7YS, LL54 7YT, LL54 7YU, LL54 7YY, LL54 7ZW, LL55 4AQ, LL55 4LP",240,105,135
W00000381,LL54,"LL54 5DU, LL54 5DY, LL54 7DE, LL54 7DF, LL54 7DG, LL54 7ST, LL54 7SY, LL54 7TD, LL54 7TE, LL54 7TR, LL54 7TS, LL54 7TT, LL54 7UE, LL54 7UG, LL54 7UL",241,53,188
W00000530,LL54,"LL54 6NX, LL54 6PG, LL54 6PJ, LL54 6PL, LL54 6PN, LL54 6PP, LL54 6PS, LL54 6PW, LL54 6RA",309,62,247
W00000379,LL54,"LL54 7DH, LL54 7SU, LL54 7TA, LL54 7TB, LL54 7TF, LL54 7TG, LL54 7TJ, LL54 7TL, LL54 7TQ",318,52,266
W00000378,LL54,"LL54 5LL, LL54 5SE, LL54 5SF, LL54 5SG, LL54 5SH, LL54 5SJ, LL54 5SL, LL54 5SN, LL54 5SP, LL54 5SR, LL54 5SS, LL54 5ST, LL54 5SW, LL54 5SY, LL54 5TB, LL54 5TD, LL54 5TE, LL54 5TH, LL54 5TJ, LL54 5TQ, LL54 5TR, LL54 5TS, LL54 7DD, LL54 7EE, LL54 7EF, LL54 7UF",292,62,230
W00000380,LL54,"LL54 7AP, LL54 7AW, LL54 7BF, LL54 7DL, LL54 7DP, LL54 7DW, LL54 7EN, LL54 7NL, LL54 7PG, LL54 7SW, LL54 7TP, LL54 7TU, LL54 7TW, LL54 7TY, LL54 7UA, LL54 7UB, LL54 7UD, LL54 7ZD, LL54 7ZE, LL54 7ZF",277,71,206
W00000376,LL54,"LL54 7DN, LL54 7DT, LL54 7DU, LL54 7DY, LL54 7EA, LL54 7EB, LL54 7ED, LL54 7EG, LL54 7EH, LL54 7EL, LL54 7EW, LL54 7TH, LL54 7TN",238,57,181
W00000273,LL54,"LL54 7UN, LL54 7UP, LL54 7UW, LL55 2EZ, LL55 2UB, LL55 2UD, LL55 2UW",297,35,262
W00000271,LL54,"LL54 7UR, LL54 7UT, LL54 7YE, LL55 2TB, LL55 2TD, LL55 2TE, LL55 2TF, LL55 2TH, LL55 2TP, LL55 2UF, LL55 2UG, LL55 2UL, LL55 2UN, LL55 2YA",294,57,237
W00000575,LL54,"LL54 5RG, LL54 5RL, LL54 5RR, LL54 5RS, LL54 5RT, LL55 2NR, LL55 2NT, LL55 2NU, LL55 2NY, LL55 2PB, LL55 2PE, LL55 2PF, LL55 2PP, LL55 2RZ, LL55 2YB, LL55 2YD, LL55 2YG, LL55 2YN, LL55 2YP, LL55 2YR, LL55 2YS, LL55 2YT, LL55 2YU, LL55 2YW",236,75,161
W00000301,LL54,"LL54 5AQ, LL54 5BP, LL54 5BS, LL54 5BT, LL54 5BU, LL54 5BW, LL54 5DA, LL54 5DB, LL54 5DH, LL54 5NG, LL54 5NH, LL54 5NL, LL54 5NN, LL54 5NP, LL54 5PD, LL54 5PE, LL54 5PG, LL54 5PH, LL54 5PL, LL54 5PP, LL54 5PR, LL54 5PW",294,81,213
W00000303,LL54,"LL54 5ED, LL54 5EE, LL54 5EF, LL54 5EG, LL54 5EH, LL54 5EJ, LL54 5EL, LL54 5EN, LL54 5EP, LL54 5ER, LL54 5ES, LL54 5ET, LL54 5EW, LL54 5EY, LL54 5WB, LL54 5WF, LL54 5WH, LL54 5WJ, LL54 5ZA",262,68,194
W00000435,LL54,"LL54 6AZ, LL54 6DD, LL54 6DF, LL54 6DJ, LL54 6SG, LL54 6SL, LL54 6SN, LL54 6SP, LL54 6SW",335,67,268
W00000437,LL54,"LL54 6DE, LL54 6DG, LL54 6DH, LL54 6DL, LL54 6RP, LL54 6RR, LL54 6SH, LL54 6SR, LL54 6SS",303,58,245
W00000438,LL54,"LL54 6AG, LL54 6AY, LL54 6BA, LL54 6BB, LL54 6BD, LL54 6BE, LL54 6BG, LL54 6BH, LL54 6BL, LL54 6BN, LL54 6BP, LL54 6BS, LL54 6BT, LL54 6BU, LL54 6BW, LL54 6RS",200,69,131
W00000377,LL54,"LL54 5EA, LL54 5EB, LL54 5SU, LL54 5TA, LL54 5TF, LL54 5TN, LL54 5TP, LL54 5TT, LL54 5TW",252,76,176
W00000274,LL54,"LL54 5RA, LL54 5RD, LL54 5RE, LL54 5RF, LL54 5RH, LL54 5RN, LL54 5RP, LL54 5RU, LL54 5RW, LL54 5TU, LL54 5TY, LL54 7YF",180,47,133
W00000571,LL55,"LL55 2AG, LL55 2DQ, LL55 2UR, LL55 2YE, LL55 2YF, LL55 2YL",282,40,242
W00000572,LL55,"LL55 2GA, LL55 2GB, LL55 2LP, LL55 2LS, LL55 2LT, LL55 2LW, LL55 2TU, LL55 2WJ",288,30,258
W00000573,LL55,"LL55 2LQ, LL55 2LY, LL55 2UP, LL55 2US, LL55 2UT, LL55 2UU, LL55 2UY, LL55 2WA",322,47,275
W00000570,LL55,"LL55 2LJ, LL55 2LR, LL55 2LU",243,37,206
W00000574,LL55,"LL55 2DJ, LL55 2DX, LL55 2LX",268,47,221
W00000617,LL55,"LL55 2BE, LL55 2NG, LL55 2NH, LL55 2NJ, LL55 2NL, LL55 2NS, LL55 2PA, LL55 2PD, LL55 2PL, LL55 2PY, LL55 2SE, LL55 2SG, LL55 2SH, LL55 2SS, LL55 2ST, LL55 2SU, LL55 2SY, LL55 2TA, LL55 2TW",242,43,199
W00000566,LL55,"LL55 2HE, LL55 2HL, LL55 2LA, LL55 2LH, LL55 2LL, LL55 2RF",270,46,224
W00000565,LL55,"LL55 2AF, LL55 2PH, LL55 2PS, LL55 2PT, LL55 2RB, LL55 2RD",160,59,101
W00000564,LL55,"LL55 1AB, LL55 1AF, LL55 1AG, LL55 1NL, LL55 1NT, LL55 1NU, LL55 1RB, LL55 1RD, LL55 1RF, LL55 1RL, LL55 1RN, LL55 1RP, LL55 1RR, LL55 1SD, LL55 1SE, LL55 1SF, LL55 1SG, LL55 1SH, LL55 1SL, LL55 1SN, LL55 1TL, LL55 1ZH, LL55 2AA, LL55 2AB, LL55 2AS, LL55 2AU, LL55 2AY, LL55 2NA, LL55 2NB, LL55 2ND, LL55 2NF, LL55 2NN, LL55 2NP, LL55 2NW, LL55 2PG, LL55 2PN, LL55 2PQ, LL55 2PR, LL55 2PU, LL55 2PW, LL55 2WY, LL55 9AB, LL55 9ZX, LL55 9ZY, LL55 9ZZ",205,75,130
W00000618,LL55,"LL55 4AJ, LL55 4LZ, LL55 4PJ, LL55 4YT, LL55 4YU, LL55 4YX, LL55 4YY, LL55 4YZ, LL55 4ZA, LL55 4ZY",320,58,262
W00000619,LL55,"LL55 4AX, LL55 4BJ, LL55 4BX, LL55 4BZ, LL55 4DZ, LL55 4EJ, LL55 4EQ, LL55 4EX, LL55 4LQ, LL55 4SB",268,88,180
W00000620,LL55,"LL55 2TG, LL55 2TL, LL55 4EZ, LL55 4HQ, LL55 4PQ, LL55 4SD, LL55 4YP, LL55 4YR, LL55 4YS",282,79,203
W00000621,LL55,"LL55 4AZ, LL55 4BQ, LL55 4DJ, LL55 4DQ, LL55 4DX, LL55 4LJ, LL55 4LX, LL55 4PZ",303,65,238
W00000545,LL55,"LL55 4LR, LL55 4LS, LL55 4LT, LL55 4LU, LL55 4LY, LL55 4NA, LL55 4NB, LL55 4ND, LL55 4NJ, LL55 4UY, LL55 4YA, LL55 4YB, LL55 4YD, LL55 4YE, LL55 4YJ, LL55 4YQ, LL55 4YW",237,118,119
W00000567,LL55,"LL55 2HG, LL55 2HH, LL55 2HP, LL55 2HY, LL55 2LB, LL55 2LD, LL55 2LE, LL55 2YH",179,44,135
W00000625,LL55,"LL55 1TR, LL55 1TS, LL55 1TT, LL55 1TU, LL55 1TY, LL55 1UE, LL56 4LY, LL56 4NJ, LL56 4NX, LL56 4NY, LL56 4NZ, LL56 4RJ, LL56 4RX, LL56 4SZ, LL56 4TQ",331,79,252
W00000568,LL55,"LL55 2HR, LL55 2HS, LL55 2HT, LL55 2HU, LL55 2HW",238,30,208
W00000508,LL55,"LL55 3AN, LL56 4QF, LL57 4EB, LL57 4ED, LL57 4EF, LL57 4EH, LL57 4EN, LL57 4EW, LL57 4EX, LL57 4GD, LL57 4HB, LL57 4HE, LL57 4HF, LL57 4HH, LL57 4UA",420,119,301
W00000315,LL55,"LL55 1UD, LL55 2AH, LL55 2AQ, LL55 2BA, LL55 2BB, LL55 2BH, LL55 2BP, LL55 2SL, LL55 2SN, LL55 2SP, LL55 2SR, LL55 2SW, LL55 2TN, LL55 4HJ, LL55 4HX, LL55 4RA, LL55 4RT, LL55 4RY, LL55 4SA",316,80,236
W00000314,LL55,"LL55 4DA, LL55 4DB, LL55 4DU, LL55 4EA, LL55 4EB, LL55 4FD, LL55 4PY, LL55 4RB, LL55 4RE, LL55 4RF, LL55 4RG, LL55 4RH, LL55 4RJ, LL55 4RL, LL55 4RN, LL55 4RP, LL55 4RR, LL55 4RS, LL55 4RU, LL55 4RW",319,89,230
W00000300,LL55,"LL55 1AD, LL55 1ND, LL55 1NE, LL55 1NF, LL55 1NG, LL55 1NH, LL55 1NN, LL55 1NP, LL55 1NS, LL55 1NW, LL55 1PP, LL55 1PT, LL55 1QL, LL55 2AD, LL55 2AW, LL55 2NE, LL55 2RA",234,66,168
W00000298,LL55,"LL55 1BY, LL55 1DA, LL55 1DB, LL55 1DD, LL55 1DH, LL55 1HD, LL55 1HE, LL55 1HF, LL55 1HG",333,65,268
W00000444,LL55,"LL55 2AJ, LL55 2AX, LL55 2AZ, LL55 2BQ, LL55 2DA, LL55 2EQ, LL55 4AD, LL55 4AE, LL55 4BP, LL55 4BS, LL55 4BU, LL55 4FG, LL55 4PE, LL55 4PF, LL55 4PG",330,50,280
W00000443,LL55,"LL55 4AA, LL55 4PH, LL55 4PL, LL55 4PP, LL55 4PS, LL55 4PT, LL55 4PU, LL55 4PW, LL55 4QA, LL55 4RD",314,54,260
W00000442,LL55,"LL55 4AN, LL55 4AP, LL55 4AR, LL55 4AS, LL55 4AT, LL55 4AW, LL55 4BG, LL55 4BH, LL55 4BT",286,40,246
W00000441,LL55,"LL55 4AH, LL55 4PN, LL55 4PR, LL55 4SE",297,36,261
W00000440,LL55,"LL55 4AB, LL55 4AF, LL55 4AG, LL55 4AL, LL55 4BL, LL55 4BN, LL55 4BW, LL55 4JA",277,26,251
W00000439,LL55,"LL55 3BE, LL55 4AU, LL55 4AY, LL55 4BA, LL55 4BB, LL55 4BD, LL55 4BE",274,43,231
W00000569,LL55,"LL55 2BZ, LL55 2LZ, LL55 2RX, LL55 2SB, LL55 2SD, LL55 2SF, LL55 2SX, LL55 2SZ",385,47,338
W00000297,LL55,"LL55 1DL, LL55 1DN, LL55 1DP, LL55 1DR",268,33,235
W00000296,LL55,"LL55 1EA, LL55 1EB, LL55 1SB, LL55 1UH, LL55 1ZD, LL55 1ZF, LL55 2BJ, LL55 2BL, LL55 2BS, LL55 2BT, LL55 2BW, LL55 2EJ",247,28,219
W00000295,LL55,"LL55 1DT, LL55 1DW, LL55 1ED, LL55 1EF",206,45,161
W00000316,LL55,"LL55 4DD, LL55 4DE, LL55 4DF, LL55 4DG, LL55 4DH, LL55 4DL, LL55 4DN, LL55 4DP, LL55 4DR, LL55 4DS, LL55 4DT, LL55 4DW, LL55 4DY, LL55 4ED, LL55 4FB",289,110,179
W00000266,LL55,"LL55 1BX, LL55 1GA, LL55 1UY, LL55 1WA, LL55 1YA, LL55 1YB, LL55 1YE, LL55 1YG, LL55 1YH, LL55 1YR",270,34,236
W00000268,LL55,"LL55 1AJ, LL55 1AQ, LL55 1AX, LL55 1UU",232,27,205
W00000269,LL55,"LL55 1AZ, LL55 1BQ, LL55 1UA, LL55 1UB, LL55 1UL, LL55 3AB, LL55 3AD, LL55 3AE, LL55 3AF, LL55 3AG, LL55 3AH, LL55 3AL, LL55 3AS, LL55 3AW, LL55 3PS, LL56 4QU",222,75,147
W00000270,LL55,"LL55 1RE, LL55 1UN, LL55 1UP, LL55 1UR, LL55 1UT, LL55 1UW",291,45,246
W00000294,LL55,"LL55 1DJ, LL55 1DS, LL55 1HH, LL55 1HL",256,37,219
W00000272,LL55,"LL55 2TY, LL55 2UA, LL55 2UE, LL55 2UH",218,34,184
W00000418,LL55,"LL55 4EG, LL55 4FE, LL55 4GA, LL55 4HD, LL55 4HE, LL55 4HZ, LL55 4LE, LL55 4LF, LL55 4LH, LL55 4SH, LL55 4SL, LL55 4SN, LL55 4SW",365,115,250
W00000417,LL55,"LL55 4HF, LL55 4HG, LL55 4HH, LL55 4HL, LL55 4HT, LL55 4HU, LL55 4HW, LL55 4HY, LL55 4LA, LL55 4LB, LL55 4LD, LL55 4LG, LL55 4LL, LL55 4LN, LL55 4LW",241,93,148
W00000509,LL55,"LL55 3AP, LL55 3AR, LL55 3AX, LL55 3AY, LL55 3BA, LL55 3BB, LL55 3BD, LL55 3BN, LL55 3BS, LL55 3NH, LL55 3PG, LL55 3PP, LL55 3PR, LL55 3PW, LL57 4EE",368,127,241
W00000293,LL55,"LL55 1BU, LL55 1DE, LL55 1DF, LL55 1DG, LL55 1EE, LL55 1PS, LL55 1PU, LL55 1RS",274,72,202
W00000416,LL55,"LL55 4BF, LL55 4EP, LL55 4ER, LL55 4ES, LL55 4EU, LL55 4EW, LL55 4EY, LL55 4HA, LL55 4HB, LL55 4JB, LL55 4SU, LL55 4SY, LL55 4SZ, LL55 4TA",275,97,178
W00000415,LL55,"LL55 4BY, LL55 4EE, LL55 4EF, LL55 4EH, LL55 4EL, LL55 4EN, LL55 4ET, LL55 4FA, LL55 4HN, LL55 4HP, LL55 4HR, LL55 4HS, LL55 4PX",289,89,200
W00000414,LL55,"LL55 4TD, LL55 4TN, LL55 4UP",287,51,236
W00000413,LL55,"LL55 4NU, LL55 4NY, LL55 4SG, LL55 4SS, LL55 4TG, LL55 4TH, LL55 4UA, LL55 4UB, LL55 4UD, LL55 4UE, LL55 4UF, LL55 4UG, LL55 4UH, LL55 4UL, LL55 4UN, LL55 4UW",169,67,102
W00000412,LL55,"LL55 4SP, LL55 4SR, LL55 4ST, LL55 4TB, LL55 4TE, LL55 4TF, LL55 4TL, LL55 4TP, LL55 4TR, LL55 4TS, LL55 4TT, LL55 4TU, LL55 4TW, LL55 4UR, LL55 4WF",338,87,251
W00000267,LL55,"LL55 1BJ, LL55 1YD, LL55 1YF, LL55 1YL, LL55 1YN, LL55 1YP, LL55 1YS, LL55 1YT, LL55 1YU, LL55 1YW, LL55 1YY, LL55 3AA",268,44,224
W00000322,LL55,"LL55 3DF, LL55 3DH, LL55 3EA, LL55 3EB, LL55 3EJ, LL55 3EQ, LL55 3EZ, LL55 3HG, LL55 3HL, LL55 3HN, LL55 3HP, LL55 3LJ, LL55 3LL, LL55 3LR, LL55 3LS, LL55 3NU, LL55 3UA",354,70,284
W00000299,LL55,"LL55 1BS, LL55 1BT, LL55 1NA, LL55 1NB, LL55 2AR, LL55 2DE",209,40,169
W00000324,LL55,"LL55 3HR, LL55 3HS, LL55 3HT, LL55 3HU, LL55 3HW, LL55 3HX, LL55 3HY, LL55 3LA, LL55 3LB, LL55 3LD, LL55 3LE, LL55 3LF, LL55 3LH, LL55 3LT",325,84,241
W00000503,LL55,"LL55 2ER, LL55 2ES, LL55 2ET, LL55 2EU, LL55 2EX, LL55 2LF, LL55 2LG, LL55 2LN, LL55 2RN, LL55 2RR",288,41,247
W00000323,LL55,"LL55 3DY, LL55 3LG, LL55 3LN, LL55 3LP, LL55 3LW",369,50,319
W00000502,LL55,"LL55 2AT, LL55 2DP, LL55 2EG, LL55 2EH, LL55 2EL, LL55 2EN, LL55 2SQ",544,73,471
W00000500,LL55,"LL55 2AE, LL55 2AL, LL55 2AP, LL55 2DB, LL55 2DD, LL55 2RE, LL55 2RG, LL55 2RH, LL55 2RL, LL55 2RY",296,53,243
W00000499,LL55,"LL55 2DR, LL55 2DS, LL55 2DT, LL55 2DW, LL55 2DY, LL55 2EF, LL55 2SJ",352,38,314
W00000498,LL55,"LL55 2DG, LL55 2DL, LL55 2EP, LL55 2EW, LL55 2RS, LL55 2RT",297,45,252
W00000504,LL55,"LL55 2DF, LL55 2DH, LL55 2DN, LL55 2DZ, LL55 2RJ, LL55 2RP, LL55 2RQ, LL55 2RU, LL55 2RW, LL55 2SA",297,65,232
W00000506,LL55,"LL55 3DB, LL55 3DD, LL55 3NL, LL55 3NP, LL55 3NR, LL55 3NS, LL55 3NT, LL55 3NY, LL55 3PB, LL55 3PD, LL55 3PE, LL55 3PF, LL55 3PJ, LL55 3PT",304,104,200
W00000327,LL55,"LL55 3DT, LL55 3DU, LL55 3ED, LL55 3EG, LL55 3EH, LL55 3HA, LL55 3HB, LL55 3HD, LL55 3HH, LL55 3PA",233,89,144
W00000326,LL55,"LL55 3BY, LL55 3DA, LL55 3DE, LL55 3DG, LL55 3DL, LL55 3DN, LL55 3DP, LL55 3DR, LL55 3DS, LL55 3DW, LL55 3LU, LL55 3NE, LL55 3NF, LL55 3NG, LL55 3ZA, LL55 3ZF, LL55 3ZG, LL55 3ZH",298,85,213
W00000325,LL55,"LL55 3EE, LL55 3EF, LL55 3EL, LL55 3EN, LL55 3EP, LL55 3ER, LL55 3ES, LL55 3ET, LL55 3EU, LL55 3EW, LL55 3EY, LL55 3LY, LL55 3NA, LL55 3NB, LL55 3ND, LL55 4TY",270,118,152
W00000507,LL55,"LL55 3BL, LL55 3BP, LL55 3BT, LL55 3BU, LL55 3BW, LL55 3HE, LL55 3PH, LL55 3PL, LL55 3PN",225,65,160
W00000479,LL55,"LL55 1PH, LL55 1PN, LL55 1PW",193,43,150
W00000473,LL55,"LL55 1AE, LL55 1AH, LL55 1AL, LL55 1AN, LL55 1AP, LL55 1AT, LL55 1AU, LL55 1AW, LL55 1RG, LL55 1RH, LL55 1RT, LL55 1RU, LL55 1RW, LL55 1SA, LL55 1SP, LL55 1SR, LL55 1SS, LL55 1ST, LL55 1SU, LL55 1SW, LL55 1SY, LL55 1SZ, LL55 1TA, LL55 1TB, LL55 1TG",253,90,163
W00000480,LL55,"LL55 1EN, LL55 1LE, LL55 1LF, LL55 1LN, LL55 1LP, LL55 1LW",280,48,232
W00000475,LL55,"LL55 1BE, LL55 1BF, LL55 1BG, LL55 1BH, LL55 1BL, LL55 1ER, LL55 1ES, LL55 1HJ, LL55 1HR, LL55 1HS, LL55 1HT, LL55 1HU, LL55 1LA",336,65,271
W00000476,LL55,"LL55 1AA, LL55 1AR, LL55 1AS, LL55 1AY, LL55 1BA, LL55 1BB, LL55 1BD, LL55 1BN, LL55 1BW, LL55 1BZ, LL55 1EG, LL55 1EH, LL55 1EL, LL55 1EP, LL55 1EW, LL55 1LH, LL55 1NR, LL55 1NY, LL55 1PA, LL55 1PB, LL55 1PR, LL55 1RY, LL55 1SQ, LL55 1TD, LL55 1TE, LL55 1TF, LL55 1TH, LL55 2HN",354,85,269
W00000474,LL55,"LL55 1DU, LL55 1DY, LL55 1LL, LL55 1LR, LL55 1LS, LL55 1TP, LL55 1TW",284,66,218
